"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-20 22:00","2026","06","20","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-20 23:00","2026","06","20","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 00:00","2026","06","21","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 01:00","2026","06","21","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 02:00","2026","06","21","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 03:00","2026","06","21","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 04:00","2026","06","21","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 05:00","2026","06","21","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 06:00","2026","06","21","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 07:00","2026","06","21","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 08:00","2026","06","21","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 09:00","2026","06","21","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 10:00","2026","06","21","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 11:00","2026","06","21","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 12:00","2026","06","21","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 13:00","2026","06","21","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 14:00","2026","06","21","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 15:00","2026","06","21","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 16:00","2026","06","21","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 17:00","2026","06","21","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 18:00","2026","06","21","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 19:00","2026","06","21","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 20:00","2026","06","21","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 21:00","2026","06","21","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 22:00","2026","06","21","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-21 23:00","2026","06","21","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 00:00","2026","06","22","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 01:00","2026","06","22","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 02:00","2026","06","22","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 03:00","2026","06","22","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 04:00","2026","06","22","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 05:00","2026","06","22","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 06:00","2026","06","22","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 07:00","2026","06","22","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 08:00","2026","06","22","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 09:00","2026","06","22","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 10:00","2026","06","22","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 11:00","2026","06","22","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 12:00","2026","06","22","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 13:00","2026","06","22","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 14:00","2026","06","22","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 15:00","2026","06","22","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 16:00","2026","06","22","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 17:00","2026","06","22","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 18:00","2026","06","22","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 19:00","2026","06","22","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 20:00","2026","06","22","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 21:00","2026","06","22","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 22:00","2026","06","22","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-22 23:00","2026","06","22","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 00:00","2026","06","23","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 01:00","2026","06","23","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 02:00","2026","06","23","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 03:00","2026","06","23","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 04:00","2026","06","23","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 05:00","2026","06","23","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 06:00","2026","06","23","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 07:00","2026","06","23","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 08:00","2026","06","23","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 09:00","2026","06","23","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 10:00","2026","06","23","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 11:00","2026","06","23","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 12:00","2026","06","23","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 13:00","2026","06","23","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 14:00","2026","06","23","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 15:00","2026","06","23","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 16:00","2026","06","23","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 17:00","2026","06","23","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 18:00","2026","06","23","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 19:00","2026","06","23","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 20:00","2026","06","23","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 21:00","2026","06","23","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 22:00","2026","06","23","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-23 23:00","2026","06","23","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 00:00","2026","06","24","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 01:00","2026","06","24","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 02:00","2026","06","24","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 03:00","2026","06","24","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 04:00","2026","06","24","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 05:00","2026","06","24","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 06:00","2026","06","24","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 07:00","2026","06","24","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 08:00","2026","06","24","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 09:00","2026","06","24","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 10:00","2026","06","24","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 11:00","2026","06","24","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 12:00","2026","06","24","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 13:00","2026","06","24","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 14:00","2026","06","24","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 15:00","2026","06","24","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 16:00","2026","06","24","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 17:00","2026","06","24","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 18:00","2026","06","24","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 19:00","2026","06","24","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 20:00","2026","06","24","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 21:00","2026","06","24","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 22:00","2026","06","24","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-24 23:00","2026","06","24","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 00:00","2026","06","25","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 01:00","2026","06","25","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 02:00","2026","06","25","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 03:00","2026","06","25","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 04:00","2026","06","25","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 05:00","2026","06","25","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 06:00","2026","06","25","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 07:00","2026","06","25","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 08:00","2026","06","25","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 09:00","2026","06","25","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 10:00","2026","06","25","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 11:00","2026","06","25","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 12:00","2026","06","25","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 13:00","2026","06","25","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 14:00","2026","06","25","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 15:00","2026","06","25","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 16:00","2026","06","25","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 17:00","2026","06","25","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 18:00","2026","06","25","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 19:00","2026","06","25","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 20:00","2026","06","25","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 21:00","2026","06","25","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 22:00","2026","06","25","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-25 23:00","2026","06","25","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 00:00","2026","06","26","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 01:00","2026","06","26","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 02:00","2026","06","26","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 03:00","2026","06","26","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 04:00","2026","06","26","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 05:00","2026","06","26","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 06:00","2026","06","26","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 07:00","2026","06","26","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 08:00","2026","06","26","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 09:00","2026","06","26","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 10:00","2026","06","26","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 11:00","2026","06","26","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 12:00","2026","06","26","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 13:00","2026","06","26","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 14:00","2026","06","26","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 15:00","2026","06","26","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 16:00","2026","06","26","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 17:00","2026","06","26","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 18:00","2026","06","26","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 19:00","2026","06","26","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 20:00","2026","06","26","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 21:00","2026","06","26","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 22:00","2026","06","26","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-26 23:00","2026","06","26","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 00:00","2026","06","27","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 01:00","2026","06","27","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 02:00","2026","06","27","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 03:00","2026","06","27","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 04:00","2026","06","27","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 05:00","2026","06","27","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 06:00","2026","06","27","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 07:00","2026","06","27","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 08:00","2026","06","27","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 09:00","2026","06","27","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 10:00","2026","06","27","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 11:00","2026","06","27","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 12:00","2026","06","27","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 13:00","2026","06","27","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 14:00","2026","06","27","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 15:00","2026","06","27","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 16:00","2026","06","27","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 17:00","2026","06","27","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 18:00","2026","06","27","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 19:00","2026","06","27","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 20:00","2026","06","27","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 21:00","2026","06","27","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 22:00","2026","06","27","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-27 23:00","2026","06","27","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 00:00","2026","06","28","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 01:00","2026","06","28","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 02:00","2026","06","28","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 03:00","2026","06","28","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 04:00","2026","06","28","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 05:00","2026","06","28","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 06:00","2026","06","28","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 07:00","2026","06","28","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 08:00","2026","06","28","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 09:00","2026","06","28","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 10:00","2026","06","28","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 11:00","2026","06","28","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 12:00","2026","06","28","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 13:00","2026","06","28","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 14:00","2026","06","28","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 15:00","2026","06","28","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 16:00","2026","06","28","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 17:00","2026","06","28","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 18:00","2026","06","28","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 19:00","2026","06","28","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 20:00","2026","06","28","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 21:00","2026","06","28","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 22:00","2026","06","28","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-28 23:00","2026","06","28","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 00:00","2026","06","29","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 01:00","2026","06","29","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 02:00","2026","06","29","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 03:00","2026","06","29","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 04:00","2026","06","29","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 05:00","2026","06","29","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 06:00","2026","06","29","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 07:00","2026","06","29","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 08:00","2026","06","29","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 09:00","2026","06","29","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 10:00","2026","06","29","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 11:00","2026","06","29","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 12:00","2026","06","29","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 13:00","2026","06","29","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 14:00","2026","06","29","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 15:00","2026","06","29","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 16:00","2026","06","29","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 17:00","2026","06","29","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 18:00","2026","06","29","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 19:00","2026","06","29","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 20:00","2026","06","29","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 21:00","2026","06","29","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 22:00","2026","06","29","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-29 23:00","2026","06","29","23:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 00:00","2026","06","30","00:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 01:00","2026","06","30","01:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 02:00","2026","06","30","02:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 03:00","2026","06","30","03:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 04:00","2026","06","30","04:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 05:00","2026","06","30","05:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 06:00","2026","06","30","06:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 07:00","2026","06","30","07:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 08:00","2026","06","30","08:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 09:00","2026","06","30","09:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 10:00","2026","06","30","10:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 11:00","2026","06","30","11:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 12:00","2026","06","30","12:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 13:00","2026","06","30","13:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 14:00","2026","06","30","14:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 15:00","2026","06","30","15:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 16:00","2026","06","30","16:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 17:00","2026","06","30","17:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 18:00","2026","06","30","18:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 19:00","2026","06","30","19:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 20:00","2026","06","30","20:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 21:00","2026","06","30","21:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 22:00","2026","06","30","22:00"
"-79.63","43.68","TORONTO INTL A","6158731","2026-06-30 23:00","2026","06","30","23:00"
